Area,City,Location,LocationFlag,Month,Region,Year
Capital Regional District,SAANICH,BRAEFOOT RD & MOUNT DOUGLAS CROSS RD,Intersection,MARCH,Vancouver Island,2013
Capital Regional District,SAANICH,CLOVERDALE AVE & DOUGLAS ST & KELVIN RD,Intersection,MAY,Vancouver Island,2013
Capital Regional District,SAANICH,ALBINA ST & OBED AVE,Intersection,MAY,Vancouver Island,2013
Capital Regional District,SAANICH,CEDAR HILL CROSS RD & CEDAR HILL RD,Intersection,MAY,Vancouver Island,2013
Capital Regional District,SAANICH,ALAN RD & INTERURBAN RD,Intersection,MAY,Vancouver Island,2013
Capital Regional District,SAANICH,RITHETWOOD DR & ROYAL OAK DR,Intersection,MAY,Vancouver Island,2013
Capital Regional District,SAANICH,GORGE RD E & GORGE RD W & HARRIET RD,Intersection,NOVEMBER,Vancouver Island,2013
Capital Regional District,SAANICH,ALDRIDGE ST & KNIGHT AVE,Intersection,NOVEMBER,Vancouver Island,2013
Capital Regional District,SAANICH,INTERURBAN RD & ROY RD,Intersection,NOVEMBER,Vancouver Island,2013
Capital Regional District,SAANICH,DUMERESQ ST & INTERURBAN RD,Intersection,OCTOBER,Vancouver Island,2013
Capital Regional District,SAANICH,CEDAR HILL RD & EARLSTON AVE,Intersection,OCTOBER,Vancouver Island,2013
Capital Regional District,SAANICH,approx 4146 INTERURBAN RD,Road Segment,FEBRUARY,Vancouver Island,2009
Capital Regional District,SAANICH,approx 4500 BLK WILKINSON RD,Road Segment,NOVEMBER,Vancouver Island,2009
Capital Regional District,SAANICH,approx 630 KELVIN RD,Road Segment,JANUARY,Vancouver Island,2010
Capital Regional District,SAANICH,approx 600 BLK BARBON PL,Road Segment,SEPTEMBER,Vancouver Island,2010
Capital Regional District,SAANICH,approx 3965 SHELBOURNE ST,Road Segment,JANUARY,Vancouver Island,2011
Capital Regional District,SAANICH,approx 600 BLK DUPPLIN RD,Road Segment,JULY,Vancouver Island,2011
Capital Regional District,SAANICH,approx 4700 BLK CORDOVA BAY RD,Road Segment,JULY,Vancouver Island,2011
Capital Regional District,SAANICH,approx 6174 PAT BAY HWY,Road Segment,JUNE,Vancouver Island,2011
Capital Regional District,SAANICH,approx 27 CREASE AVE,Road Segment,NOVEMBER,Vancouver Island,2011
Capital Regional District,SAANICH,approx 3220 CEDAR HILL RD,Road Segment,OCTOBER,Vancouver Island,2011
Capital Regional District,SAANICH,approx 5100 BLK LOCHSIDE DR,Road Segment,JUNE,Vancouver Island,2012
Capital Regional District,SAANICH,approx 500 BLK DUPPLIN RD,Road Segment,MAY,Vancouver Island,2012
Capital Regional District,SAANICH,approx 600 BLK DUPPLIN RD,Road Segment,AUGUST,Vancouver Island,2013
Capital Regional District,SAANICH,approx 3500 BLK TILLICUM RD,Road Segment,AUGUST,Vancouver Island,2013
Capital Regional District,SAANICH,approx 4545 TORQUAY DR,Road Segment,NOVEMBER,Vancouver Island,2013
,SALMON ARM,50 AVE SW & 50 ST SW & FOOTHILL RD,Intersection,JULY,Southern Interior,2011
,SALMON ARM,SHUSWAP ST NE & SHUSWAP ST NW & SHUSWAP ST SE & SHUSWAP ST SW & TRANS-CANADA HWY NE & TRANS-CANADA HWY SW,Intersection,AUGUST,Southern Interior,2013
,SALMON ARM,10 AVE NE & 22 ST NE & TURNING LANE,Intersection,NOVEMBER,Southern Interior,2013
,SALMON ARM,approx 1671 30 ST SE,Road Segment,JULY,Southern Interior,2013
,SALT SPRING ISLAND,BEDDIS RD & CHARLESWORTH RD & FULFORD-GANGES RD,Intersection,AUGUST,Vancouver Island,2009
,SECHELT,INLET AVE & MERMAID ST,Intersection,NOVEMBER,Lower Mainland,2010
,SECHELT,DOLPHIN ST & INLET AVE,Intersection,DECEMBER,Lower Mainland,2011
,SECHELT,SNODGRASS RD & SUNSHINE COAST HWY,Intersection,SEPTEMBER,Lower Mainland,2011
,SECHELT,approx 5987 SECHELT INLET RD,Road Segment,OCTOBER,Lower Mainland,2009
,SICAMOUS,GILLIS AVE & KAPPEL ST,Intersection,APRIL,Southern Interior,2010
Capital Regional District,SIDNEY,BRADFORD AVE & RESTHAVEN DR,Intersection,MAY,Vancouver Island,2010
Capital Regional District,SIDNEY,MCDONALD PARK RD & MILLS RD & MILLS RD W,Intersection,FEBRUARY,Vancouver Island,2013
Capital Regional District,SIDNEY,BEACON AVE & RESTHAVEN DR & MALL ACCESS,Intersection,NOVEMBER,Vancouver Island,2013
,SMITHERS,BROADWAY AVE & MAIN ST,Intersection,AUGUST,North Central,2010
,SMITHERS,3RD AVE & KING ST,Intersection,SEPTEMBER,North Central,2011
,SOINTULA,approx 495 2ND ST,Road Segment,AUGUST,Vancouver Island,2013
Capital Regional District,SOOKE,HARBOURVIEW RD & SOOKE RD,Intersection,MAY,Vancouver Island,2009
Capital Regional District,SOOKE,MURRAY RD & OTTER POINT RD & SOOKE RD & WEST COAST RD,Intersection,OCTOBER,Vancouver Island,2011
Capital Regional District,SOOKE,ARRANWOOD DR & CHURCH RD & RHODONITE DR,Intersection,OCTOBER,Vancouver Island,2011
Capital Regional District,SOOKE,ANNA MARIE RD & FELTON LANE & SOOKE RD,Intersection,APRIL,Vancouver Island,2012
Capital Regional District,SOOKE,HELGESEN RD & OTTER POINT RD,Intersection,APRIL,Vancouver Island,2013
Capital Regional District,SOOKE,approx 6979 GRANT RD W,Road Segment,JULY,Vancouver Island,2012
,SOUTH HAZELTON,21ST AVE & BROADWAY AVE,Intersection,JANUARY,North Central,2009
,SQUAMISH,CLARKE DR & HWY 99 & TURNING LANE,Intersection,AUGUST,Lower Mainland,2009
,SQUAMISH,CLARKE DR & HWY 99 & TURNING LANE,Intersection,JULY,Lower Mainland,2009
,SQUAMISH,CLEVELAND AVE & VICTORIA ST,Intersection,MARCH,Lower Mainland,2009
,SQUAMISH,DEPOT RD & GOVERNMENT RD,Intersection,SEPTEMBER,Lower Mainland,2009
,SQUAMISH,GOVERNMENT RD & OLSON RD,Intersection,APRIL,Lower Mainland,2010
,SQUAMISH,PEMBERTON AVE & SECOND AVE & MALL ACCESS,Intersection,FEBRUARY,Lower Mainland,2010
,SQUAMISH,CLEVELAND AVE & PEMBERTON AVE,Intersection,JUNE,Lower Mainland,2010
,SQUAMISH,CLEVELAND AVE & PEMBERTON AVE,Intersection,NOVEMBER,Lower Mainland,2011
,SQUAMISH,HWY 99 & MAMQUAM RD & TURNING LANE,Intersection,APRIL,Lower Mainland,2012
,SQUAMISH,SECOND AVE & WINNIPEG ST,Intersection,DECEMBER,Lower Mainland,2012
,SQUAMISH,HUNTER PL & LOGGERS LANE,Intersection,MAY,Lower Mainland,2012
,SQUAMISH,BUCKLEY AVE & CLEVELAND AVE & HUNTER PL,Intersection,AUGUST,Lower Mainland,2013
,SQUAMISH,HWY 99 & MAMQUAM RD & TURNING LANE,Intersection,AUGUST,Lower Mainland,2013
,SQUAMISH,approx 39842 GOVERNMENT RD,Road Segment,OCTOBER,Lower Mainland,2013
,SUMMERLAND,GARTRELL RD & HAPPY VALLEY RD,Intersection,FEBRUARY,Southern Interior,2013
,SUMMERLAND,HWY 97 & PRAIRIE VALLEY RD & SOLLY RD & TURNING LANE,Intersection,JUNE,Southern Interior,2013
Metro Vancouver,SURREY,166 ST & FRASER HWY & TURNING LANE,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,SURREY,144 ST & ARCHIBALD RD & NORTH BLUFF RD,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,SURREY,152 ST & 20 AVE,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,SURREY,125A ST & COLEBROOK RD,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,SURREY,192 ST & 56 AVE & LANGLEY BYPASS & TURNING LANE,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,SURREY,72 AVE & KING GEORGE BLVD,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,SURREY,120 ST & 72 AVE,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,SURREY,78 AVE & KING GEORGE BLVD,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,SURREY,120 ST & 80 AVE,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,SURREY,120 ST & 88 AVE,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,SURREY,152 ST & FRASER HWY,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,SURREY,132 ST & 92 AVE,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,SURREY,100 AVE & 156 ST,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,SURREY,100 AVE & 132 ST,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,SURREY,104 AVE & UNIVERSITY DR,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,SURREY,104 AVE & 128 ST,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,SURREY,105 AVE & 152 ST,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,SURREY,105A AVE & KING GEORGE BLVD,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,SURREY,132 ST & 84 AVE,Intersection,DECEMBER,Lower Mainland,2009
Metro Vancouver,SURREY,126 ST & 96 AVE,Intersection,DECEMBER,Lower Mainland,2009
Metro Vancouver,SURREY,176 ST & 56 AVE,Intersection,FEBRUARY,Lower Mainland,2009
Metro Vancouver,SURREY,126 ST & 70 AVE,Intersection,FEBRUARY,Lower Mainland,2009
Metro Vancouver,SURREY,132 ST & 78 AVE,Intersection,FEBRUARY,Lower Mainland,2009
Metro Vancouver,SURREY,108 AVE & 139 ST,Intersection,JANUARY,Lower Mainland,2009
Metro Vancouver,SURREY,176A ST & 60 AVE,Intersection,JULY,Lower Mainland,2009
Metro Vancouver,SURREY,166 ST & 63B AVE,Intersection,JULY,Lower Mainland,2009
Metro Vancouver,SURREY,135 ST & 76 AVE,Intersection,JULY,Lower Mainland,2009
Metro Vancouver,SURREY,154 ST & FRASER HWY,Intersection,JULY,Lower Mainland,2009
Metro Vancouver,SURREY,159 ST & 96 AVE,Intersection,JULY,Lower Mainland,2009
Metro Vancouver,SURREY,FRASER HWY & WHALLEY BLVD & TURNING LANE,Intersection,JULY,Lower Mainland,2009
Metro Vancouver,SURREY,196 ST & FRASER HWY & WILLOWBROOK DR & TURNING LANE,Intersection,JUNE,Lower Mainland,2009
Metro Vancouver,SURREY,135 ST & 73 AVE,Intersection,JUNE,Lower Mainland,2009
Metro Vancouver,SURREY,137 ST & 74 AVE,Intersection,JUNE,Lower Mainland,2009
Metro Vancouver,SURREY,79 AVE & KING GEORGE BLVD,Intersection,JUNE,Lower Mainland,2009
Metro Vancouver,SURREY,128 ST & 84 AVE,Intersection,JUNE,Lower Mainland,2009
Metro Vancouver,SURREY,140 ST & 88 AVE,Intersection,JUNE,Lower Mainland,2009
Metro Vancouver,SURREY,128 ST & 90 AVE,Intersection,JUNE,Lower Mainland,2009
Metro Vancouver,SURREY,128 ST & 92 AVE,Intersection,JUNE,Lower Mainland,2009
Metro Vancouver,SURREY,102 AVE & 128 ST,Intersection,JUNE,Lower Mainland,2009
Metro Vancouver,SURREY,125 ST & 96 AVE,Intersection,MARCH,Lower Mainland,2009
Metro Vancouver,SURREY,105A AVE & KING GEORGE BLVD,Intersection,MARCH,Lower Mainland,2009
Metro Vancouver,SURREY,106A AVE & 132 ST,Intersection,MARCH,Lower Mainland,2009
Metro Vancouver,SURREY,134 ST & 80 AVE,Intersection,MAY,Lower Mainland,2009
Metro Vancouver,SURREY,128 ST & 84 AVE,Intersection,MAY,Lower Mainland,2009
Metro Vancouver,SURREY,88 AVE & NORDEL WAY,Intersection,MAY,Lower Mainland,2009
Metro Vancouver,SURREY,108 AVE & KING GEORGE BLVD,Intersection,MAY,Lower Mainland,2009
Metro Vancouver,SURREY,64 AVE & KING GEORGE BLVD & TURNING LANE,Intersection,NOVEMBER,Lower Mainland,2009
Metro Vancouver,SURREY,136B ST & 72 AVE,Intersection,NOVEMBER,Lower Mainland,2009
Metro Vancouver,SURREY,192 ST & 40 AVE,Intersection,OCTOBER,Lower Mainland,2009
Metro Vancouver,SURREY,132 ST & 68 AVE,Intersection,OCTOBER,Lower Mainland,2009
Metro Vancouver,SURREY,126 ST & 68 AVE,Intersection,OCTOBER,Lower Mainland,2009
Metro Vancouver,SURREY,128 ST & 76 AVE,Intersection,OCTOBER,Lower Mainland,2009
Metro Vancouver,SURREY,104 AVE & 136A ST,Intersection,OCTOBER,Lower Mainland,2009
Metro Vancouver,SURREY,154 ST & 20 AVE,Intersection,SEPTEMBER,Lower Mainland,2009
Metro Vancouver,SURREY,144 ST & 64 AVE,Intersection,SEPTEMBER,Lower Mainland,2009
Metro Vancouver,SURREY,120 ST & 72 AVE,Intersection,SEPTEMBER,Lower Mainland,2009
Metro Vancouver,SURREY,134 ST & 76 AVE,Intersection,SEPTEMBER,Lower Mainland,2009
Metro Vancouver,SURREY,88 AVE & KING GEORGE BLVD,Intersection,SEPTEMBER,Lower Mainland,2009
Metro Vancouver,SURREY,152 ST & 96 AVE,Intersection,SEPTEMBER,Lower Mainland,2009
Metro Vancouver,SURREY,128 ST & 98 AVE,Intersection,SEPTEMBER,Lower Mainland,2009
Metro Vancouver,SURREY,108 AVE & UNIVERSITY DR,Intersection,SEPTEMBER,Lower Mainland,2009
Metro Vancouver,SURREY,13 AVE & ROPER AVE & STAYTE RD,Intersection,APRIL,Lower Mainland,2010
Metro Vancouver,SURREY,185 ST & 66A AVE,Intersection,APRIL,Lower Mainland,2010
Metro Vancouver,SURREY,76 AVE & KING GEORGE BLVD,Intersection,APRIL,Lower Mainland,2010
Metro Vancouver,SURREY,128 ST & 80 AVE,Intersection,APRIL,Lower Mainland,2010
Metro Vancouver,SURREY,80 AVE & KING GEORGE BLVD,Intersection,APRIL,Lower Mainland,2010
Metro Vancouver,SURREY,120 ST & 80 AVE,Intersection,APRIL,Lower Mainland,2010
Metro Vancouver,SURREY,160 ST & FRASER HWY,Intersection,APRIL,Lower Mainland,2010
Metro Vancouver,SURREY,152 ST & 91 AVE,Intersection,APRIL,Lower Mainland,2010
Metro Vancouver,SURREY,156 ST & 97 AVE,Intersection,APRIL,Lower Mainland,2010
Metro Vancouver,SURREY,8 AVE & 8 AVE ONRAMP & KING GEORGE BLVD,Intersection,AUGUST,Lower Mainland,2010
Metro Vancouver,SURREY,16 AVE & MARTIN DR & MARTIN ST & NORTH BLUFF RD,Intersection,AUGUST,Lower Mainland,2010
Metro Vancouver,SURREY,73A AVE & KING GEORGE BLVD,Intersection,AUGUST,Lower Mainland,2010
Metro Vancouver,SURREY,142 ST & 76 AVE,Intersection,AUGUST,Lower Mainland,2010
Metro Vancouver,SURREY,148 ST & 88 AVE,Intersection,AUGUST,Lower Mainland,2010
Metro Vancouver,SURREY,156 ST & 94 AVE,Intersection,AUGUST,Lower Mainland,2010
Metro Vancouver,SURREY,128 ST & 96 AVE,Intersection,AUGUST,Lower Mainland,2010
Metro Vancouver,SURREY,TANNERY RD & TIMBERLAND RD,Intersection,AUGUST,Lower Mainland,2010
Metro Vancouver,SURREY,OLD YALE RD & SCOTT RD & TURNING LANE,Intersection,AUGUST,Lower Mainland,2010
Metro Vancouver,SURREY,113 AVE & 140 ST,Intersection,AUGUST,Lower Mainland,2010
Metro Vancouver,SURREY,124 ST & 76 AVE,Intersection,DECEMBER,Lower Mainland,2010
Metro Vancouver,SURREY,164 ST & 80 AVE,Intersection,DECEMBER,Lower Mainland,2010
Metro Vancouver,SURREY,104A AVE & KING GEORGE BLVD,Intersection,DECEMBER,Lower Mainland,2010
Metro Vancouver,SURREY,168 ST & 26 AVE,Intersection,FEBRUARY,Lower Mainland,2010
Metro Vancouver,SURREY,129 ST & 84 AVE,Intersection,FEBRUARY,Lower Mainland,2010
Metro Vancouver,SURREY,105 AVE & KING GEORGE BLVD,Intersection,FEBRUARY,Lower Mainland,2010
Metro Vancouver,SURREY,104 AVE & SCOTT RD & TANNERY RD & TURNING LANE,Intersection,FEBRUARY,Lower Mainland,2010
Metro Vancouver,SURREY,124 ST & 68 AVE,Intersection,JANUARY,Lower Mainland,2010
Metro Vancouver,SURREY,76 AVE & KING GEORGE BLVD,Intersection,JANUARY,Lower Mainland,2010
Metro Vancouver,SURREY,120 ST & 84 AVE,Intersection,JANUARY,Lower Mainland,2010
Metro Vancouver,SURREY,152 ST & FRASER HWY,Intersection,JANUARY,Lower Mainland,2010
Metro Vancouver,SURREY,128 ST & 64 AVE,Intersection,JULY,Lower Mainland,2010
Metro Vancouver,SURREY,72 AVE & KING GEORGE BLVD,Intersection,JULY,Lower Mainland,2010
Metro Vancouver,SURREY,134 ST & 72 AVE & COMBER WAY,Intersection,JULY,Lower Mainland,2010
Metro Vancouver,SURREY,148 ST & 84 AVE,Intersection,JULY,Lower Mainland,2010
Metro Vancouver,SURREY,176 ST & 96 AVE & GOLDEN EARS WAY & TURNING LANE,Intersection,JULY,Lower Mainland,2010
Metro Vancouver,SURREY,108 AVE & KING GEORGE BLVD,Intersection,JULY,Lower Mainland,2010
Metro Vancouver,SURREY,154 ST & 18 AVE,Intersection,JUNE,Lower Mainland,2010
Metro Vancouver,SURREY,156 ST & 24 AVE,Intersection,JUNE,Lower Mainland,2010
Metro Vancouver,SURREY,128 ST & 76 AVE,Intersection,JUNE,Lower Mainland,2010
Metro Vancouver,SURREY,156 ST & 84A AVE,Intersection,JUNE,Lower Mainland,2010
Metro Vancouver,SURREY,117B ST & 96 AVE,Intersection,JUNE,Lower Mainland,2010
Metro Vancouver,SURREY,140 ST & CRESCENT RD & NICO WYND DR,Intersection,MARCH,Lower Mainland,2010
Metro Vancouver,SURREY,143 ST & 70A AVE,Intersection,MARCH,Lower Mainland,2010
Metro Vancouver,SURREY,120 ST & 75A AVE,Intersection,MARCH,Lower Mainland,2010
Metro Vancouver,SURREY,128 ST & 76 AVE,Intersection,MARCH,Lower Mainland,2010
Metro Vancouver,SURREY,122A ST & 80 AVE,Intersection,MARCH,Lower Mainland,2010
Metro Vancouver,SURREY,151 ST & 96 AVE,Intersection,MARCH,Lower Mainland,2010
Metro Vancouver,SURREY,108 AVE & 148 ST,Intersection,MARCH,Lower Mainland,2010
Metro Vancouver,SURREY,168 ST & 20 AVE,Intersection,MAY,Lower Mainland,2010
Metro Vancouver,SURREY,134 ST & 70B AVE,Intersection,MAY,Lower Mainland,2010
Metro Vancouver,SURREY,120 ST & 84 AVE,Intersection,MAY,Lower Mainland,2010
Metro Vancouver,SURREY,100 AVE & 144 ST,Intersection,MAY,Lower Mainland,2010
Metro Vancouver,SURREY,128 ST & KING GEORGE BLVD,Intersection,MAY,Lower Mainland,2010
Metro Vancouver,SURREY,132 ST & 68 AVE,Intersection,NOVEMBER,Lower Mainland,2010
Metro Vancouver,SURREY,128 ST & 68 AVE,Intersection,NOVEMBER,Lower Mainland,2010
Metro Vancouver,SURREY,152 ST & 18 AVE,Intersection,OCTOBER,Lower Mainland,2010
Metro Vancouver,SURREY,180 ST & 64 AVE,Intersection,OCTOBER,Lower Mainland,2010
Metro Vancouver,SURREY,188 ST & 68 AVE,Intersection,OCTOBER,Lower Mainland,2010
Metro Vancouver,SURREY,134 ST & 72 AVE & COMBER WAY,Intersection,OCTOBER,Lower Mainland,2010
Metro Vancouver,SURREY,124 ST & 72 AVE,Intersection,OCTOBER,Lower Mainland,2010
Metro Vancouver,SURREY,120 ST & 84 AVE,Intersection,OCTOBER,Lower Mainland,2010
Metro Vancouver,SURREY,132 ST & 92 AVE,Intersection,OCTOBER,Lower Mainland,2010
Metro Vancouver,SURREY,104 AVE & 142 ST,Intersection,OCTOBER,Lower Mainland,2010
Metro Vancouver,SURREY,104 AVE & 148 ST,Intersection,OCTOBER,Lower Mainland,2010
Metro Vancouver,SURREY,107A AVE & KING GEORGE BLVD,Intersection,OCTOBER,Lower Mainland,2010
Metro Vancouver,SURREY,64 AVE & KING GEORGE BLVD & TURNING LANE,Intersection,SEPTEMBER,Lower Mainland,2010
Metro Vancouver,SURREY,144 ST & 72A AVE,Intersection,SEPTEMBER,Lower Mainland,2010
Metro Vancouver,SURREY,164 ST & FRASER HWY,Intersection,SEPTEMBER,Lower Mainland,2010
Metro Vancouver,SURREY,133A ST & 84 AVE,Intersection,SEPTEMBER,Lower Mainland,2010
Metro Vancouver,SURREY,120 ST & 99 AVE,Intersection,SEPTEMBER,Lower Mainland,2010
Metro Vancouver,SURREY,88 AVE & KING GEORGE BLVD,Intersection,APRIL,Lower Mainland,2011
Metro Vancouver,SURREY,8 AVE & 8 AVE OFFRAMP & 8 AVE ONRAMP & HWY 99,Intersection,AUGUST,Lower Mainland,2011
Metro Vancouver,SURREY,128 ST & 74 AVE,Intersection,AUGUST,Lower Mainland,2011
Metro Vancouver,SURREY,121A ST & 75 AVE,Intersection,AUGUST,Lower Mainland,2011
Metro Vancouver,SURREY,170 ST & FRASER HWY,Intersection,AUGUST,Lower Mainland,2011
Metro Vancouver,SURREY,84 AVE & FRASER HWY,Intersection,AUGUST,Lower Mainland,2011
Metro Vancouver,SURREY,88 AVE & FRASER HWY,Intersection,AUGUST,Lower Mainland,2011
Metro Vancouver,SURREY,176 ST & 2 AVE,Intersection,DECEMBER,Lower Mainland,2011
Metro Vancouver,SURREY,192 ST & 64 AVE,Intersection,DECEMBER,Lower Mainland,2011
Metro Vancouver,SURREY,124 ST & 75 AVE,Intersection,DECEMBER,Lower Mainland,2011
Metro Vancouver,SURREY,100 AVE & 152 ST,Intersection,DECEMBER,Lower Mainland,2011
Metro Vancouver,SURREY,88 AVE & KING GEORGE BLVD,Intersection,FEBRUARY,Lower Mainland,2011
Metro Vancouver,SURREY,100 AVE & 132 ST,Intersection,FEBRUARY,Lower Mainland,2011
Metro Vancouver,SURREY,160 ST & 88A AVE,Intersection,JANUARY,Lower Mainland,2011
Metro Vancouver,SURREY,132 ST & 62 AVE,Intersection,JULY,Lower Mainland,2011
Metro Vancouver,SURREY,128 ST & 64 AVE,Intersection,JULY,Lower Mainland,2011
Metro Vancouver,SURREY,144 ST & 66 AVE,Intersection,JULY,Lower Mainland,2011
Metro Vancouver,SURREY,196 ST & 68 AVE,Intersection,JULY,Lower Mainland,2011
Metro Vancouver,SURREY,170 ST & FRASER HWY,Intersection,JULY,Lower Mainland,2011
Metro Vancouver,SURREY,96 AVE & FRASER HWY & TURNING LANE,Intersection,JULY,Lower Mainland,2011
Metro Vancouver,SURREY,152 ST & 96 AVE,Intersection,JULY,Lower Mainland,2011
Metro Vancouver,SURREY,96 AVE & KING GEORGE BLVD,Intersection,JULY,Lower Mainland,2011
Metro Vancouver,SURREY,REGAL DR & RIVER RD,Intersection,JULY,Lower Mainland,2011
Metro Vancouver,SURREY,105 AVE & 150 ST,Intersection,JULY,Lower Mainland,2011
Metro Vancouver,SURREY,184 ST & 32 AVE,Intersection,JUNE,Lower Mainland,2011
Metro Vancouver,SURREY,176 ST & 56 AVE,Intersection,JUNE,Lower Mainland,2011
Metro Vancouver,SURREY,137 ST & 68 AVE,Intersection,JUNE,Lower Mainland,2011
Metro Vancouver,SURREY,77 AVE & KING GEORGE BLVD,Intersection,JUNE,Lower Mainland,2011
Metro Vancouver,SURREY,128 ST & 80 AVE,Intersection,JUNE,Lower Mainland,2011
Metro Vancouver,SURREY,152 ST & 92 AVE,Intersection,JUNE,Lower Mainland,2011
Metro Vancouver,SURREY,152 ST & 98 AVE,Intersection,JUNE,Lower Mainland,2011
Metro Vancouver,SURREY,158B ST & 98 AVE,Intersection,JUNE,Lower Mainland,2011
Metro Vancouver,SURREY,100 AVE & 125 ST,Intersection,JUNE,Lower Mainland,2011
Metro Vancouver,SURREY,104 AVE & KING GEORGE BLVD,Intersection,JUNE,Lower Mainland,2011
Metro Vancouver,SURREY,81 AVE & KING GEORGE BLVD,Intersection,MARCH,Lower Mainland,2011
Metro Vancouver,SURREY,104 AVE & KING GEORGE BLVD,Intersection,MARCH,Lower Mainland,2011
Metro Vancouver,SURREY,104 AVE & 128 ST,Intersection,MARCH,Lower Mainland,2011
Metro Vancouver,SURREY,108 AVE & 148 ST,Intersection,MARCH,Lower Mainland,2011
Metro Vancouver,SURREY,188 ST & 69 AVE,Intersection,MAY,Lower Mainland,2011
Metro Vancouver,SURREY,158 ST & FRASER HWY,Intersection,MAY,Lower Mainland,2011
Metro Vancouver,SURREY,88 AVE & HARVIE RD,Intersection,MAY,Lower Mainland,2011
Metro Vancouver,SURREY,108 AVE & 135A ST,Intersection,MAY,Lower Mainland,2011
Metro Vancouver,SURREY,BRENTWOOD CRES & GROSVENOR RD,Intersection,MAY,Lower Mainland,2011
Metro Vancouver,SURREY,128 ST & 64 AVE,Intersection,NOVEMBER,Lower Mainland,2011
Metro Vancouver,SURREY,130 ST & 72 AVE,Intersection,NOVEMBER,Lower Mainland,2011
Metro Vancouver,SURREY,102 AVE & KING GEORGE BLVD,Intersection,NOVEMBER,Lower Mainland,2011
Metro Vancouver,SURREY,104 AVE & 149A ST,Intersection,NOVEMBER,Lower Mainland,2011
Metro Vancouver,SURREY,104 AVE & 150 ST,Intersection,NOVEMBER,Lower Mainland,2011
Metro Vancouver,SURREY,108 AVE & 148 ST,Intersection,NOVEMBER,Lower Mainland,2011
Metro Vancouver,SURREY,128 ST & 76 AVE,Intersection,OCTOBER,Lower Mainland,2011
Metro Vancouver,SURREY,120 ST & 80 AVE,Intersection,OCTOBER,Lower Mainland,2011
Metro Vancouver,SURREY,148 ST & FRASER HWY,Intersection,OCTOBER,Lower Mainland,2011
Metro Vancouver,SURREY,120 ST & 96 AVE,Intersection,OCTOBER,Lower Mainland,2011
Metro Vancouver,SURREY,104 AVE & 144 ST,Intersection,OCTOBER,Lower Mainland,2011
Metro Vancouver,SURREY,168 ST & 8 AVE,Intersection,SEPTEMBER,Lower Mainland,2011
Metro Vancouver,SURREY,HIGH ST & NORTH BLUFF RD,Intersection,SEPTEMBER,Lower Mainland,2011
Metro Vancouver,SURREY,156 ST & KING GEORGE BLVD & TURNING LANE,Intersection,SEPTEMBER,Lower Mainland,2011
Metro Vancouver,SURREY,152 ST & 40 AVE,Intersection,SEPTEMBER,Lower Mainland,2011
Metro Vancouver,SURREY,176 ST & 64 AVE,Intersection,SEPTEMBER,Lower Mainland,2011
Metro Vancouver,SURREY,196 ST & 72 AVE,Intersection,SEPTEMBER,Lower Mainland,2011
Metro Vancouver,SURREY,132 ST & 78 AVE,Intersection,SEPTEMBER,Lower Mainland,2011
Metro Vancouver,SURREY,120 ST & 80 AVE,Intersection,SEPTEMBER,Lower Mainland,2011
Metro Vancouver,SURREY,120 ST & 82 AVE,Intersection,SEPTEMBER,Lower Mainland,2011
Metro Vancouver,SURREY,148 ST & 96 AVE,Intersection,SEPTEMBER,Lower Mainland,2011
Metro Vancouver,SURREY,122 ST & 96 AVE,Intersection,SEPTEMBER,Lower Mainland,2011
Metro Vancouver,SURREY,148 ST & 98 AVE,Intersection,SEPTEMBER,Lower Mainland,2011
Metro Vancouver,SURREY,108 AVE & WHALLEY BLVD,Intersection,SEPTEMBER,Lower Mainland,2011
Metro Vancouver,SURREY,8 AVE & 8 AVE OFFRAMP & 8 AVE ONRAMP & HWY 99,Intersection,APRIL,Lower Mainland,2012
Metro Vancouver,SURREY,184 ST & 64 AVE,Intersection,APRIL,Lower Mainland,2012
Metro Vancouver,SURREY,8 AVE & 8 AVE OFFRAMP & 8 AVE ONRAMP & HWY 99,Intersection,AUGUST,Lower Mainland,2012
Metro Vancouver,SURREY,120 ST & 80 AVE,Intersection,AUGUST,Lower Mainland,2012
Metro Vancouver,SURREY,120 ST & 84 AVE,Intersection,AUGUST,Lower Mainland,2012
